0,8	-107	-107,5	-105,7	-101,9	-96,7	-90,3	-83,1	-75,4	-67,5	-59,7	-52	-44,7	-37,8	-31,6	-25,9	-20,9	-16,6	-12,9	-9,8	-7,3	-5,3	-3,7	-2,5	-1,7	-1,1	-0,7	-0,5	-0,4	-0,3	-0,3	-0,4	-0,4	-0,4	-0,4	-0,4	-0,4	-0,3	-0,2	-0,2	-0,1	0	0,1	0,2	0,2	0,3	0,4	0,5	0,6	0,8	0,9	
1	-166,6	-167,3	-164,3	-158,4	-150,2	-140,2	-128,9	-116,9	-104,6	-92,3	-80,3	-68,9	-58,2	-48,5	-39,7	-31,9	-25,1	-19,4	-14,6	-10,7	-7,6	-5,2	-3,4	-2,1	-1,2	-0,6	-0,3	-0,2	-0,2	-0,2	-0,3	-0,4	-0,4	-0,5	-0,5	-0,4	-0,4	-0,3	-0,2	-0,1	0	0,1	0,2	0,3	0,4	0,5	0,7	0,8	1	1,2	
1,2	-240	-240,8	-236,5	-227,9	-216	-201,5	-185,2	-167,9	-150,1	-132,3	-115	-98,6	-83,2	-69,1	-56,4	-45,2	-35,5	-27,2	-20,3	-14,7	-10,3	-6,8	-4,3	-2,4	-1,2	-0,5	-0,1	0,1	0,1	-0	-0,2	-0,3	-0,4	-0,5	-0,5	-0,5	-0,4	-0,3	-0,2	-0,1	0	0,1	0,2	0,4	0,5	0,6	0,8	1	1,2	1,5	
1,4	-327,3	-328,4	-322,4	-310,6	-294,3	-274,5	-252,2	-228,5	-204,2	-179,9	-156,3	-133,8	-112,8	-93,6	-76,3	-61	-47,7	-36,5	-27,1	-19,4	-13,4	-8,7	-5,3	-2,8	-1,2	-0,2	0,4	0,5	0,5	0,3	0,1	-0,2	-0,3	-0,5	-0,5	-0,5	-0,5	-0,4	-0,3	-0,1	0	0,1	0,3	0,4	0,6	0,8	1	1,2	1,5	1,8	
1,6	-428,5	-429,9	-422	-406,6	-385,1	-359,1	-330	-299	-267,1	-235,2	-204,3	-174,8	-147,3	-122,1	-99,4	-79,4	-62	-47,2	-34,9	-24,9	-17	-10,9	-6,4	-3,2	-1	0,2	0,9	1,1	1	0,7	0,4	0,1	-0,2	-0,4	-0,5	-0,6	-0,5	-0,4	-0,3	-0,2	0	0,2	0,3	0,5	0,7	0,9	1,1	1,4	1,7	2	
1,8	-543	-544,8	-534,9	-515,4	-488,2	-455,3	-418,4	-379,1	-338,7	-298,3	-259	-221,6	-186,7	-154,7	-125,9	-100,4	-78,3	-59,6	-43,9	-31,2	-21,1	-13,4	-7,6	-3,6	-0,9	0,7	1,5	1,8	1,6	1,2	0,8	0,3	-0,1	-0,4	-0,5	-0,6	-0,6	-0,5	-0,3	-0,2	0	0,2	0,4	0,5	0,7	1	1,2	1,5	1,9	2,3	
2	-670,3	-672,8	-660,7	-636,7	-603,3	-562,8	-517,3	-468,7	-418,8	-369	-320,5	-274,2	-231	-191,4	-155,7	-124,2	-96,9	-73,6	-54,2	-38,4	-25,9	-16,2	-9,1	-4	-0,7	1,3	2,3	2,5	2,3	1,8	1,3	0,7	0,1	-0,3	-0,5	-0,6	-0,6	-0,5	-0,4	-0,2	0	0,2	0,4	0,6	0,8	1,1	1,4	1,7	2,1	2,6	
2,2	-810,5	-813,6	-799,1	-770,3	-730	-681,1	-626,2	-567,6	-507,3	-447,1	-388,4	-332,5	-280,2	-232,2	-189	-150,8	-117,6	-89,3	-65,7	-46,5	-31,3	-19,5	-10,8	-4,6	-0,6	1,9	3,1	3,4	3,2	2,6	1,8	1,1	0,4	-0,1	-0,5	-0,6	-0,7	-0,6	-0,4	-0,2	0	0,2	0,4	0,7	0,9	1,2	1,5	1,9	2,4	2,9	
2,4	-963,7	-967,4	-950,3	-916,1	-868,3	-810,3	-745,1	-675,5	-603,9	-532,4	-462,7	-396,2	-334	-276,9	-225,5	-180	-140,4	-106,7	-78,6	-55,6	-37,4	-23,3	-12,8	-5,4	-0,5	2,5	4	4,4	4,1	3,3	2,4	1,5	0,7	0,1	-0,4	-0,6	-0,7	-0,6	-0,5	-0,2	0	0,2	0,5	0,7	1	1,2	1,6	2,1	2,6	3,2	
2,6	-1130,3	-1134,6	-1114,5	-1074,3	-1018,3	-950,3	-873,9	-792,4	-708,5	-624,7	-543,1	-465,2	-392,3	-325,5	-265,2	-211,8	-165,3	-125,7	-92,7	-65,6	-44,1	-27,5	-15,1	-6,3	-0,4	3,1	4,9	5,4	5,1	4,2	3,1	2	1,1	0,3	-0,3	-0,6	-0,7	-0,7	-0,5	-0,3	0	0,3	0,5	0,8	1	1,3	1,7	2,2	2,8	3,5	
2,8	-1310,9	-1315,7	-1292,1	-1245,3	-1180,3	-1101,4	-1012,8	-918,3	-821,1	-724,1	-629,5	-539,4	-455	-377,6	-307,8	-246	-192,2	-146,3	-108	-76,6	-51,6	-32,2	-17,8	-7,4	-0,5	3,7	5,8	6,5	6,1	5,1	3,9	2,6	1,5	0,5	-0,2	-0,6	-0,7	-0,7	-0,5	-0,3	0	0,3	0,5	0,8	1,1	1,4	1,8	2,4	3	3,8	
3	-1505,5	-1510,7	-1483,4	-1429,5	-1354,6	-1263,9	-1162,1	-1053,5	-941,9	-830,6	-722,1	-618,7	-522,1	-433,4	-353,4	-282,6	-221	-168,4	-124,4	-88,4	-59,6	-37,4	-20,7	-8,8	-0,7	4,2	6,7	7,6	7,2	6,1	4,7	3,2	1,9	0,8	-0	-0,5	-0,7	-0,7	-0,6	-0,3	0	0,3	0,6	0,9	1,1	1,5	1,9	2,5	3,2	4,1	
3,2	-1713,7	-1719,6	-1688,5	-1627	-1541,5	-1438	-1322	-1198,3	-1071,2	-944,4	-821	-703,4	-593,5	-492,7	-401,9	-321,4	-251,5	-191,8	-141,9	-101	-68,3	-42,9	-23,9	-10,3	-1	4,7	7,7	8,7	8,3	7,2	5,6	3,9	2,4	1,1	0,2	-0,4	-0,7	-0,7	-0,6	-0,3	0	0,3	0,6	0,9	1,2	1,6	2	2,7	3,5	4,4	
3,4	-1935,2	-1942	-1906,9	-1837,4	-1740,9	-1623,9	-1492,7	-1352,8	-1209,1	-1065,8	-926,3	-793,5	-669,4	-555,7	-453,2	-362,6	-283,8	-216,5	-160,3	-114,3	-77,5	-48,9	-27,4	-12	-1,5	5,1	8,5	9,8	9,5	8,2	6,5	4,6	2,9	1,4	0,3	-0,4	-0,7	-0,8	-0,6	-0,3	0	0,3	0,6	0,9	1,3	1,6	2,1	2,8	3,7	4,8	
3,6	-2169,6	-2177,5	-2138,4	-2060,6	-1952,4	-1821,3	-1674,1	-1517,1	-1355,8	-1194,9	-1038,3	-889,2	-750	-622,4	-507,5	-406	-317,8	-242,6	-179,7	-128,2	-87,1	-55,1	-31,1	-13,8	-2	5,4	9,4	10,9	10,7	9,3	7,4	5,4	3,4	1,8	0,6	-0,3	-0,7	-0,8	-0,6	-0,4	0	0,4	0,7	1	1,3	1,7	2,2	3	4	5,2	
3,8	-2416,8	-2425,8	-2382,5	-2296,2	-2175,9	-2029,9	-1865,9	-1691	-1511,2	-1331,7	-1157	-990,7	-835,3	-693	-565	-451,8	-353,6	-269,9	-199,9	-142,8	-97,1	-61,6	-35	-15,7	-2,6	5,7	10,2	12	11,8	10,5	8,4	6,2	4	2,2	0,8	-0,2	-0,7	-0,8	-0,7	-0,4	0	0,4	0,7	1	1,3	1,7	2,3	3,1	4,2	5,6	
4	-2677	-2687,2	-2639,3	-2543,9	-2410,9	-2249,4	-2068	-1874,3	-1675,1	-1476,2	-1282,5	-1098	-925,6	-767,8	-625,7	-500,2	-391,3	-298,5	-221,2	-157,9	-107,5	-68,4	-39	-17,7	-3,2	6	11,1	13,1	13	11,6	9,4	7	4,6	2,6	1	-0	-0,6	-0,8	-0,7	-0,4	0	0,4	0,7	1,1	1,4	1,8	2,4	3,3	4,5	6,1	
